project,v1,v2,tool,old_file,old_line,old_description,new_file,new_line,new_description,status,file_name_changed,still_bug,same_description,false_positive
Git,1.5.6,2.13.2,pvs_studio,bundle.c,154,note: Incorrect format. Consider checking the second actual argument of the 'printf' function. The SIGNED integer type argument is expected.,bundle.c,185,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,bundle.c,158,note: Incorrect format. Consider checking the second actual argument of the 'printf' function. The SIGNED integer type argument is expected.,bundle.c,194,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,cache-tree.c,91,error: "It's odd that 'sizeof()' operator evaluates the size of a pointer to a class, but not the size of the 'down' class object.",cache-tree.c,89,error: "It's odd that 'sizeof()' operator evaluates the size of a pointer to a class, but not the size of the 'down' class object.",moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,cache-tree.c,263,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,cache-tree.c,279,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,cache-tree.c,307,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,cache-tree.c,332,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,color.c,87,warning: "Be advised that the utilized constant value is represented by an octal form. Oct: '033', Dec: 27.",color.c,271,warning: "Be advised that the utilized constant value is represented by an octal form. Oct: '033', Dec: 27.",changed,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,color.c,142,note: The 'strcmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,color.c,332,note: The 'strcmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,commit.c,58,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,commit.c,76,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,commit.c,64,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,commit.c,82,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,commit.c,251,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,commit.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,commit.c,663,error: Potentially uninitialized pointer 'bases' used.,commit.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,config.c,656,note: "The 'ep' pointer in the 'ep - key' expression could be nullptr. In such case, resulting value will be senseless and it should not be used.",config.c,2110,note: "The 'ep' pointer in the 'ep - key' expression could be nullptr. In such case, resulting value will be senseless and it should not be used.",moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,config.c,659,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,config.c,2113,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,config.c,677,note: "The 'strrchr(key, '.')' pointer in the 'strrchr(key, '.') - key' expression could be nullptr. In such case, resulting value will be senseless and it should not be used.",config.c,2135,note: "The 'strrchr(key, '.')' pointer in the 'strrchr(key, '.') - key' expression could be nullptr. In such case, resulting value will be senseless and it should not be used.",moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,connect.c,16,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,connect.c,22,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,connect.c,126,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,connect.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,connect.c,467,error: The return value of function 'strtol' is required to be utilized.,connect.c,600,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,connect.c,622,warning: Pointer to local array 'env' is stored outside the scope of this array. Such a pointer will become invalid.,connect.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,convert.c,51,warning: "Be advised that the utilized constant value is represented by an octal form. Oct: '033', Dec: 27.",convert.c,67,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,convert.c,51,warning: "Be advised that the utilized constant value is represented by an octal form. Oct: '014', Dec: 12.",convert.c,67,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,convert.c,339,note: "The 'ep' pointer in the 'ep - name' expression could be nullptr. In such case, resulting value will be senseless and it should not be used.",convert.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,convert.c,410,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,convert.c,877,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,convert.c,501,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,convert.c,978,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,date.c,492,error: "Range intersections are possible within conditional expressions. Example: if (A > 0 && A < 5) { ... } else if (A > 3 && A < 9) { ... }. Check lines: 488, 494.",date.c,595,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,diffcore-break.c,108,note: The 'src->size * break_score' expression was implicitly cast from 'unsigned long' type to 'double' type. Consider utilizing an explicit type cast to avoid overflow. An example: double A = (double)(X) * Y;.,diffcore-break.c,109,note: The 'src->size * break_score' expression was implicitly cast from 'unsigned long' type to 'double' type. Consider utilizing an explicit type cast to avoid overflow. An example: double A = (double)(X) * Y;.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,diffcore-rename.c,343,note: A call of the 'memcpy' function will lead to underflow of the buffer 'filespec->sha1'.,diffcore-rename.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,diffcore-rename.c,432,note: The 'strcmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,diffcore-rename.c,464,note: The 'strcmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,diffcore-rename.c,468,note: An odd precise comparison: minimum_score == 60000.0. It's probably better to use a comparison with defined precision: fabs(A - B) < Epsilon.,diffcore-rename.c,510,note: An odd precise comparison: minimum_score == 60000.0. It's probably better to use a comparison with defined precision: fabs(A - B) < Epsilon.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,delta.h,96,error: Consider inspecting the '(cmd & ~0x80) << i' expression. Bit shifting of the 32-bit value with a subsequent expansion to the 64-bit type.,delta.h,95,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,diff-delta.c,165,error: "The compiler could delete the 'memset' function call, which is used to flush 'hash' object. The memset_s() function should be used to erase the private data.",diff-delta.c,172,error: "The compiler could delete the 'memset' function call, which is used to flush 'hash' object. The memset_s() function should be used to erase the private data.",moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,diff-delta.c,464,warning: "realloc() possible leak: when realloc() fails in allocating memory, original pointer 'out' is lost. Consider assigning realloc() to a temporary pointer.",diff-delta.c,471,warning: "realloc() possible leak: when realloc() fails in allocating memory, original pointer 'out' is lost. Consider assigning realloc() to a temporary pointer.",moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,diff-no-index.c,160,note: The 'strncmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,diff-no-index.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,diff-lib.c,117,note: The 'strcmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,diff-lib.c,148,note: The 'strcmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,diff-lib.c,394,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,diff-lib.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,diff.c,185,note: The potential null pointer is passed into 'strcmp' function. Inspect the first argument.,diff.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,diff.c,1023,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,diff.c,1929,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,diff.c,1234,note: Incorrect format. Consider checking the third actual argument of the 'fprintf' function. The UNSIGNED argument of memsize type is expected.,diff.c,2422,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,diff.c,1263,warning: Possible incorrect order of arguments passed to 'emit_binary_diff_body' function: 'two' and 'one'.,diff.c,2440,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,diff.c,2364,note: The 'strncmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,diff.c,3550,note: The 'strncmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,diff.c,2617,error: "It's odd that 'sizeof()' operator evaluates the size of a pointer to a class, but not the size of the 'dp' class object.",diff.c,4168,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,diff.c,2715,note: The 'strcmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,diff.c,4286,note: The 'strcmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,diff.c,3389,note: The 'strncmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,diff.c,5110,note: The 'strncmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,diff.c,3427,note: The 'strncmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,diff.c,5151,note: The 'strncmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,diff.c,3446,note: The 'strncmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,diff.c,5178,note: The 'strncmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,dir.c,46,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,dir.c,157,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,dir.c,98,note: The 'strncmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,dir.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,dir.c,342,note: The 'strncmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,dir.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,dir.c,430,note: The 'strncmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,dir.c,1300,note: The 'strncmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,fsck.c,239,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,fsck.c,722,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,fsck.c,271,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,fsck.c,757,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,graph.c,664,error: "The 'graph->revs' pointer was utilized before it was verified against nullptr. Check lines: 666, 676.",graph.c,836,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,grep.c,232,note: Incorrect format. Consider checking the second actual argument of the 'printf' function. The SIGNED integer type argument is expected.,grep.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,grep.c,458,warning: "It's dangerous to call the 'printf' function in such a manner, as the line being passed could contain format specification. The example of the safe code: printf(""%s"", str);",grep.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,grep.c,468,warning: "It's dangerous to call the 'printf' function in such a manner, as the line being passed could contain format specification. The example of the safe code: printf(""%s"", str);",grep.c,1589,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,grep.c,479,warning: "It's dangerous to call the 'printf' function in such a manner, as the line being passed could contain format specification. The example of the safe code: printf(""%s"", str);",grep.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,help.c,145,note: "The 'dest' pointer in the 'dest + 1' expression could be nullptr. In such case, resulting value will be senseless and it should not be used.",help.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,help.c,170,note: Consider inspecting the 'execl' function call. Defining an absolute path to the file or directory is considered a poor style.,help.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,help.c,339,note: The 'strcmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,help.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,list-objects.c,21,warning: Expression '!obj' is always false.,list-objects.c,23,warning: Expression '!obj' is always false.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,list-objects.c,74,warning: Expression '!obj' is always false.,list-objects.c,83,warning: Expression '!obj' is always false.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,ll-merge.c,253,note: "The 'ep' pointer in the 'ep - name' expression could be nullptr. In such case, resulting value will be senseless and it should not be used.",ll-merge.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,log-tree.c,100,note: The 'strncmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,log-tree.c,278,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,mailmap.c,29,warning: Expression 'repo_abbrev' is always true.,mailmap.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,match-trees.c,75,error: Uninitialized variable 'elem1' was used. The variable was used to initialize itself.,match-trees.c,85,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,match-trees.c,76,error: Uninitialized variable 'elem2' was used. The variable was used to initialize itself.,match-trees.c,86,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,match-trees.c,77,error: Uninitialized variable 'path1' was used. The variable was used to initialize itself.,match-trees.c,87,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,match-trees.c,78,error: Uninitialized variable 'path2' was used. The variable was used to initialize itself.,match-trees.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,match-trees.c,79,error: Uninitialized variable 'mode1' was used. The variable was used to initialize itself.,match-trees.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,match-trees.c,80,error: Uninitialized variable 'mode2' was used. The variable was used to initialize itself.,match-trees.c,87,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,pack-check.c,149,note: Incorrect format. Consider checking the third actual argument of the 'printf' function. The SIGNED integer type argument is expected.,pack-check.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,pack-check.c,153,note: Incorrect format. Consider checking the third actual argument of the 'printf' function. The SIGNED integer type argument is expected.,pack-check.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,pager.c,23,note: Consider inspecting the 'execl' function call. Defining an absolute path to the file or directory is considered a poor style.,pager.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,parse-options.c,199,note: The 'strncmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,parse-options.c,294,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,parse-options.c,224,error: "The 'abbrev_option' pointer was utilized before it was verified against nullptr. Check lines: 226, 227.",parse-options.c,326,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,patch-ids.c,172,error: "It's odd that 'sizeof()' operator evaluates the size of a pointer to a class, but not the size of the 'ent' class object.",patch-ids.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,patch-ids.c,176,error: "It's odd that 'sizeof()' operator evaluates the size of a pointer to a class, but not the size of the 'ent' class object.",patch-ids.c,80,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,path.c,239,error: "The 'suffix[i]' pointer was utilized before it was verified against nullptr. Check lines: 241, 245.",path.c,723,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,path.c,302,note: The 'strcmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,path.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,pretty.c,32,note: "The 'strchr(arg, ':')' pointer in the 'strchr(arg, ':') + 1' expression could be nullptr. In such case, resulting value will be senseless and it should not be used.",pretty.c,163,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,pretty.c,239,note: The 'strncmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,pretty.c,573,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,progress.c,120,note: Incorrect format. Consider checking the fourth actual argument of the 'snprintf' function. The UNSIGNED integer type argument is expected.,progress.c,133,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,progress.c,124,note: Incorrect format. Consider checking the fourth actual argument of the 'snprintf' function. The UNSIGNED integer type argument is expected.,progress.c,134,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,progress.c,128,note: Incorrect format. Consider checking the fourth actual argument of the 'snprintf' function. The UNSIGNED integer type argument is expected.,progress.c,135,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,progress.c,132,note: Incorrect format. Consider checking the fourth actual argument of the 'snprintf' function. The UNSIGNED integer type argument is expected.,progress.c,136,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,reachable.c,16,error: "The 'blob' pointer was utilized before it was verified against nullptr. Check lines: 18, 20.",reachable.c,28,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,reachable.c,39,error: "The 'tree' pointer was utilized before it was verified against nullptr. Check lines: 41, 46.",reachable.c,65,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,read-cache.c,407,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,read-cache.c,561,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,read-cache.c,436,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,read-cache.c,590,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,read-cache.c,583,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,read-cache.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,read-cache.c,676,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,read-cache.c,874,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,read-cache.c,745,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,read-cache.c,1069,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,read-cache.c,867,error: "It's odd that 'sizeof()' operator evaluates the size of a pointer to a class, but not the size of the 'ce' class object.",read-cache.c,1202,error: "It's odd that 'sizeof()' operator evaluates the size of a pointer to a class, but not the size of the 'ce' class object.",moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,read-cache.c,1249,warning: "The 'write_buffer_len' variable is assigned values twice successively. Perhaps this is a mistake. Check lines: 1246, 1251.",read-cache.c,1947,warning: "The 'write_buffer_len' variable is assigned values twice successively. Perhaps this is a mistake. Check lines: 1944, 1949.",moved,0,1,0,FFP1
Git,1.5.6,2.13.2,pvs_studio,reflog-walk.c,177,warning: Expression '!reflogs' is always false.,reflog-walk.c,183,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,reflog-walk.c,181,warning: Expression 'reflogs' is always true.,reflog-walk.c,191,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,refs.c,355,note: The 'strncmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,refs.c,703,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,refs.c,468,note: The 'memcmp' function returns 0 if corresponding buffers are equal. Consider examining the condition for mistakes.,refs.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,refs.c,497,note: The 'strncmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,refs.c,819,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,refs.c,769,note: The 'strcmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,refs.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,refs.c,1218,note: The 'strcmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,refs.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,refs.c,610,warning: Consider inspecting third argument of the function 'do_for_each_ref'. It is possible that the value does not correspond with the length of a string which was passed with the first argument.,refs.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,remote.c,71,warning: The potential null pointer is passed into 'strcpy' function. Inspect the first argument.,remote.c,86,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,remote.c,153,warning: The potential null pointer is passed into 'strcpy' function. Inspect the first argument.,remote.c,NA,NA,deleted,0,NA,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,remote.c,452,error: "The 'rhs' pointer was utilized before it was verified against nullptr. Check lines: 454, 459.",remote.c,505,error: "The 'rhs' pointer was utilized before it was verified against nullptr. Check lines: 507, 512.",moved,0,1,0,FFP1
Git,1.5.6,2.13.2,pvs_studio,remote.c,562,error: The 'refspec' pointer was used after the memory was released.,remote.c,605,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,remote.c,639,note: The 'strcmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,remote.c,747,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,revision.c,61,error: "The 'tree' pointer was utilized before it was verified against nullptr. Check lines: 63, 65.",revision.c,51,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,revision.c,979,note: The 'strcmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,revision.c,1695,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,revision.c,1306,note: The 'strcmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,revision.c,2035,note: The 'strcmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,changed,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,setup.c,107,note: The 'strncmp' function returns 0 if corresponding strings are equal. Consider examining the condition for mistakes.,setup.c,39,NA,changed,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,setup.c,233,note: The potential null pointer is passed into 'access' function. Inspect the first argument.,setup.c,301,note: The potential null pointer is passed into 'access' function. Inspect the first argument.,moved,0,1,1,TFP
Git,1.5.6,2.13.2,pvs_studio,sha1_file.c,1080,error: Consider inspecting the '(c & 0x7f) << shift' expression. Bit shifting of the 32-bit value with a subsequent expansion to the 64-bit type.,sha1_file.c,1815,NA,moved,0,0,NA,FFP2
Git,1.5.6,2.13.2,pvs_studio,sha1_file.c,1772,note: The integer constant is converted to pointer. Possibly an error or a bad coding style: (void *) 1,sha1_file.c,NA,NA,deleted,0,NA,NA,FFP2
